fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,fixed aciditySquared,volatile aciditySquared,citric acidSquared,residual sugarSquared,chloridesSquared,free sulfur dioxideSquared,total sulfur dioxideSquared,densitySquared,pHSquared,sulphatesSquared,alcoholSquared,label
6.2,0.51,0.14,1.9,0.055999999999999994,15.0,34.0,0.9939600000000001,3.48,0.57,11.5,38.440000000000005,0.2601,0.019600000000000003,3.61,0.0031359999999999995,225.0,1156.0,0.9879564816000002,12.1104,0.32489999999999997,132.25,6.0
11.8,0.33,0.49,3.4,0.09300000000000001,54.0,80.0,1.0002,3.3,0.76,10.7,139.24,0.10890000000000001,0.24009999999999998,11.559999999999999,0.008649000000000002,2916.0,6400.0,1.00040004,10.889999999999999,0.5776,114.48999999999998,7.0
6.1,0.34,0.25,1.8,0.084,4.0,28.0,0.99464,3.36,0.44,10.1,37.209999999999994,0.11560000000000002,0.0625,3.24,0.007056000000000001,16.0,784.0,0.9893087295999999,11.289599999999998,0.1936,102.00999999999999,5.0
6.6,0.5,0.04,2.1,0.068,6.0,14.0,0.9955,3.39,0.64,9.4,43.559999999999995,0.25,0.0016,4.41,0.0046240000000000005,36.0,196.0,0.9910202500000002,11.4921,0.4096,88.36000000000001,6.0
7.6,0.41,0.33,2.5,0.078,6.0,23.0,0.9957,3.3,0.58,11.2,57.76,0.16809999999999997,0.10890000000000001,6.25,0.006084,36.0,529.0,0.99141849,10.889999999999999,0.3364,125.43999999999998,5.0
7.0,0.975,0.04,2.0,0.087,12.0,67.0,0.99565,3.35,0.6,9.4,49.0,0.9506249999999999,0.0016,4.0,0.007568999999999999,144.0,4489.0,0.9913189225000001,11.2225,0.36,88.36000000000001,4.0
7.2,0.56,0.26,2.0,0.083,13.0,100.0,0.9958600000000001,3.26,0.52,9.9,51.84,0.31360000000000005,0.06760000000000001,4.0,0.006889000000000001,169.0,10000.0,0.9917371396000002,10.6276,0.27040000000000003,98.01,5.0
7.5,0.725,0.04,1.5,0.076,8.0,15.0,0.99508,3.26,0.53,9.6,56.25,0.525625,0.0016,2.25,0.005776,64.0,225.0,0.9901842063999999,10.6276,0.28090000000000004,92.16,5.0
9.0,0.53,0.49,1.9,0.171,6.0,25.0,0.9975,3.27,0.61,9.4,81.0,0.28090000000000004,0.24009999999999998,3.61,0.029241000000000003,36.0,625.0,0.9950062500000001,10.6929,0.3721,88.36000000000001,6.0
7.1,0.6,0.01,2.3,0.079,24.0,37.0,0.9951399999999999,3.4,0.61,10.9,50.41,0.36,0.0001,5.289999999999999,0.006241,576.0,1369.0,0.9903036195999998,11.559999999999999,0.3721,118.81,6.0
6.8,0.65,0.02,2.1,0.078,8.0,15.0,0.99498,3.35,0.62,10.4,46.239999999999995,0.42250000000000004,0.0004,4.41,0.006084,64.0,225.0,0.9899852003999999,11.2225,0.3844,108.16000000000001,6.0
7.3,0.44,0.2,1.6,0.049,24.0,64.0,0.9935,3.38,0.57,11.7,53.29,0.1936,0.04000000000000001,2.5600000000000005,0.0024010000000000004,576.0,4096.0,0.9870422500000001,11.424399999999999,0.32489999999999997,136.89,6.0
6.2,0.57,0.1,2.1,0.048,4.0,11.0,0.9944799999999999,3.44,0.76,10.8,38.440000000000005,0.32489999999999997,0.010000000000000002,4.41,0.002304,16.0,121.0,0.9889904703999999,11.833599999999999,0.5776,116.64000000000001,6.0
6.1,0.32,0.25,2.3,0.071,23.0,58.0,0.9963299999999999,3.42,0.97,10.6,37.209999999999994,0.1024,0.0625,5.289999999999999,0.0050409999999999995,529.0,3364.0,0.9926734688999999,11.696399999999999,0.9409,112.36,5.0
7.2,0.415,0.36,2.0,0.081,13.0,45.0,0.9972,3.48,0.64,9.2,51.84,0.172225,0.1296,4.0,0.006561,169.0,2025.0,0.9944078399999999,12.1104,0.4096,84.63999999999999,5.0
8.8,0.59,0.18,2.9,0.08900000000000001,12.0,74.0,0.9973799999999999,3.14,0.54,9.4,77.44000000000001,0.34809999999999997,0.0324,8.41,0.007921000000000001,144.0,5476.0,0.9947668643999998,9.8596,0.2916,88.36000000000001,5.0
11.2,0.66,0.24,2.5,0.085,16.0,53.0,0.9993,3.06,0.72,11.0,125.43999999999998,0.43560000000000004,0.0576,6.25,0.007225000000000001,256.0,2809.0,0.99860049,9.3636,0.5184,121.0,6.0
8.4,0.67,0.19,2.2,0.09300000000000001,11.0,75.0,0.99736,3.2,0.59,9.2,70.56,0.4489000000000001,0.0361,4.840000000000001,0.008649000000000002,121.0,5625.0,0.9947269696000001,10.240000000000002,0.34809999999999997,84.63999999999999,4.0
5.7,0.6,0.0,1.4,0.063,11.0,18.0,0.9919100000000001,3.45,0.56,12.2,32.49,0.36,0.0,1.9599999999999997,0.003969,121.0,324.0,0.9838854481000001,11.902500000000002,0.31360000000000005,148.83999999999997,6.0
13.3,0.29,0.75,2.8,0.084,23.0,43.0,0.9986,3.04,0.68,11.4,176.89000000000001,0.0841,0.5625,7.839999999999999,0.007056000000000001,529.0,1849.0,0.99720196,9.2416,0.4624000000000001,129.96,7.0
9.5,0.885,0.27,2.3,0.084,31.0,145.0,0.9978,3.24,0.53,9.4,90.25,0.7832250000000001,0.0729,5.289999999999999,0.007056000000000001,961.0,21025.0,0.99560484,10.497600000000002,0.28090000000000004,88.36000000000001,5.0
11.5,0.18,0.51,4.0,0.10400000000000001,4.0,23.0,0.9996,3.28,0.97,10.1,132.25,0.0324,0.2601,16.0,0.010816000000000003,16.0,529.0,0.9992001600000001,10.758399999999998,0.9409,102.00999999999999,6.0
7.9,0.3,0.68,8.3,0.05,37.5,289.0,0.99316,3.01,0.51,12.3,62.410000000000004,0.09,0.4624000000000001,68.89000000000001,0.0025000000000000005,1406.25,83521.0,0.9863667856000001,9.060099999999998,0.2601,151.29000000000002,7.0
7.8,0.58,0.02,2.0,0.073,9.0,18.0,0.9968,3.36,0.57,9.5,60.839999999999996,0.3364,0.0004,4.0,0.0053289999999999995,81.0,324.0,0.9936102400000001,11.289599999999998,0.32489999999999997,90.25,7.0
8.2,0.4,0.44,2.8,0.08900000000000001,11.0,43.0,0.9975,3.53,0.61,10.5,67.24,0.16000000000000003,0.1936,7.839999999999999,0.007921000000000001,121.0,1849.0,0.9950062500000001,12.460899999999999,0.3721,110.25,6.0
9.8,0.25,0.49,2.7,0.08800000000000001,15.0,33.0,0.9982,3.42,0.9,10.0,96.04000000000002,0.0625,0.24009999999999998,7.290000000000001,0.007744000000000002,225.0,1089.0,0.9964032399999999,11.696399999999999,0.81,100.0,6.0
9.1,0.6,0.0,1.9,0.057999999999999996,5.0,10.0,0.9977,3.18,0.63,10.4,82.80999999999999,0.36,0.0,3.61,0.0033639999999999994,25.0,100.0,0.9954052900000001,10.112400000000001,0.39690000000000003,108.16000000000001,6.0
6.6,0.725,0.09,5.5,0.11699999999999999,9.0,17.0,0.99655,3.35,0.49,10.8,43.559999999999995,0.525625,0.0081,30.25,0.013688999999999998,81.0,289.0,0.9931119025000001,11.2225,0.24009999999999998,116.64000000000001,6.0
9.7,0.32,0.54,2.5,0.094,28.0,83.0,0.9984,3.28,0.82,9.6,94.08999999999999,0.1024,0.2916,6.25,0.008836,784.0,6889.0,0.9968025599999999,10.758399999999998,0.6723999999999999,92.16,5.0
5.7,1.13,0.09,1.5,0.172,7.0,19.0,0.9940000000000001,3.5,0.48,9.8,32.49,1.2768999999999997,0.0081,2.25,0.029583999999999996,49.0,361.0,0.9880360000000002,12.25,0.2304,96.04000000000002,4.0
7.8,0.53,0.01,1.6,0.077,3.0,19.0,0.995,3.16,0.46,9.8,60.839999999999996,0.28090000000000004,0.0001,2.5600000000000005,0.005929,9.0,361.0,0.990025,9.985600000000002,0.2116,96.04000000000002,5.0
8.7,0.41,0.41,6.2,0.078,25.0,42.0,0.9953,3.24,0.77,12.6,75.68999999999998,0.16809999999999997,0.16809999999999997,38.440000000000005,0.006084,625.0,1764.0,0.9906220899999999,10.497600000000002,0.5929,158.76,7.0
6.9,0.51,0.23,2.0,0.07200000000000001,13.0,22.0,0.9943799999999999,3.4,0.84,11.2,47.61000000000001,0.2601,0.0529,4.0,0.005184000000000001,169.0,484.0,0.9887915843999998,11.559999999999999,0.7055999999999999,125.43999999999998,6.0
8.6,0.49,0.51,2.0,0.42200000000000004,16.0,62.0,0.9979,3.03,1.17,9.0,73.96,0.24009999999999998,0.2601,4.0,0.17808400000000005,256.0,3844.0,0.99580441,9.1809,1.3688999999999998,81.0,5.0
10.8,0.5,0.46,2.5,0.073,5.0,27.0,1.0001,3.05,0.64,9.5,116.64000000000001,0.25,0.2116,6.25,0.0053289999999999995,25.0,729.0,1.00020001,9.302499999999998,0.4096,90.25,5.0
11.1,0.45,0.73,3.2,0.066,6.0,22.0,0.9986,3.17,0.66,11.2,123.21,0.2025,0.5328999999999999,10.240000000000002,0.0043560000000000005,36.0,484.0,0.99720196,10.0489,0.43560000000000004,125.43999999999998,6.0
8.7,0.69,0.31,3.0,0.086,23.0,81.0,1.0002,3.48,0.74,11.6,75.68999999999998,0.4760999999999999,0.0961,9.0,0.007395999999999999,529.0,6561.0,1.00040004,12.1104,0.5476,134.56,6.0
8.3,0.54,0.24,3.4,0.076,16.0,112.0,0.9976,3.27,0.61,9.4,68.89000000000001,0.2916,0.0576,11.559999999999999,0.005776,256.0,12544.0,0.99520576,10.6929,0.3721,88.36000000000001,5.0
10.7,0.35,0.53,2.6,0.07,5.0,16.0,0.9972,3.15,0.65,11.0,114.48999999999998,0.12249999999999998,0.28090000000000004,6.760000000000001,0.004900000000000001,25.0,256.0,0.9944078399999999,9.9225,0.42250000000000004,121.0,8.0
15.6,0.645,0.49,4.2,0.095,10.0,23.0,1.00315,2.92,0.74,11.1,243.35999999999999,0.41602500000000003,0.24009999999999998,17.64,0.009025,100.0,529.0,1.0063099225,8.526399999999999,0.5476,123.21,5.0
12.2,0.34,0.5,2.4,0.066,10.0,21.0,1.0,3.12,1.18,9.2,148.83999999999997,0.11560000000000002,0.25,5.76,0.0043560000000000005,100.0,441.0,1.0,9.7344,1.3923999999999999,84.63999999999999,6.0
7.3,0.59,0.26,2.0,0.08,17.0,104.0,0.99584,3.28,0.52,9.9,53.29,0.34809999999999997,0.06760000000000001,4.0,0.0064,289.0,10816.0,0.9916973055999999,10.758399999999998,0.27040000000000003,98.01,5.0
7.6,0.74,0.0,1.9,0.1,6.0,12.0,0.99521,3.36,0.59,11.0,57.76,0.5476,0.0,3.61,0.010000000000000002,36.0,144.0,0.9904429441000001,11.289599999999998,0.34809999999999997,121.0,5.0
6.9,0.55,0.15,2.2,0.076,19.0,40.0,0.9961,3.41,0.59,10.1,47.61000000000001,0.30250000000000005,0.0225,4.840000000000001,0.005776,361.0,1600.0,0.99221521,11.628100000000002,0.34809999999999997,102.00999999999999,5.0
9.7,0.69,0.32,2.5,0.08800000000000001,22.0,91.0,0.9979,3.29,0.62,10.1,94.08999999999999,0.4760999999999999,0.1024,6.25,0.007744000000000002,484.0,8281.0,0.99580441,10.8241,0.3844,102.00999999999999,5.0
10.4,0.575,0.61,2.6,0.076,11.0,24.0,1.0,3.16,0.69,9.0,108.16000000000001,0.33062499999999995,0.3721,6.760000000000001,0.005776,121.0,576.0,1.0,9.985600000000002,0.4760999999999999,81.0,5.0
6.9,0.84,0.21,4.1,0.07400000000000001,16.0,65.0,0.9984200000000001,3.53,0.72,9.25,47.61000000000001,0.7055999999999999,0.04409999999999999,16.81,0.005476000000000002,256.0,4225.0,0.9968424964000002,12.460899999999999,0.5184,85.5625,6.0
10.9,0.32,0.52,1.8,0.132,17.0,44.0,0.99734,3.28,0.77,11.5,118.81,0.1024,0.27040000000000003,3.24,0.017424000000000002,289.0,1936.0,0.9946870756,10.758399999999998,0.5929,132.25,6.0
7.1,0.46,0.14,2.8,0.076,15.0,37.0,0.99624,3.36,0.49,10.7,50.41,0.2116,0.019600000000000003,7.839999999999999,0.005776,225.0,1369.0,0.9924941376,11.289599999999998,0.24009999999999998,114.48999999999998,5.0
6.6,0.57,0.02,2.1,0.115,6.0,16.0,0.99654,3.38,0.69,9.5,43.559999999999995,0.32489999999999997,0.0004,4.41,0.013225,36.0,256.0,0.9930919716,11.424399999999999,0.4760999999999999,90.25,5.0
8.0,0.33,0.53,2.5,0.091,18.0,80.0,0.9976,3.37,0.8,9.6,64.0,0.10890000000000001,0.28090000000000004,6.25,0.008281,324.0,6400.0,0.99520576,11.356900000000001,0.6400000000000001,92.16,6.0
7.7,0.58,0.01,1.8,0.08800000000000001,12.0,18.0,0.9956799999999999,3.32,0.56,10.5,59.290000000000006,0.3364,0.0001,3.24,0.007744000000000002,144.0,324.0,0.9913786623999998,11.0224,0.31360000000000005,110.25,7.0
7.6,0.43,0.29,2.1,0.075,19.0,66.0,0.99718,3.4,0.64,9.5,57.76,0.18489999999999998,0.0841,4.41,0.005625,361.0,4356.0,0.9943679523999999,11.559999999999999,0.4096,90.25,5.0
8.7,0.69,0.31,3.0,0.086,23.0,81.0,1.0002,3.48,0.74,11.6,75.68999999999998,0.4760999999999999,0.0961,9.0,0.007395999999999999,529.0,6561.0,1.00040004,12.1104,0.5476,134.56,6.0
6.9,0.63,0.33,6.7,0.235,66.0,115.0,0.99787,3.22,0.56,9.5,47.61000000000001,0.39690000000000003,0.10890000000000001,44.89,0.055224999999999996,4356.0,13225.0,0.9957445369000001,10.368400000000001,0.31360000000000005,90.25,5.0
7.7,0.26,0.3,1.7,0.059000000000000004,20.0,38.0,0.9949,3.29,0.47,10.8,59.290000000000006,0.06760000000000001,0.09,2.8899999999999997,0.0034810000000000006,400.0,1444.0,0.98982601,10.8241,0.22089999999999999,116.64000000000001,6.0
8.0,0.42,0.32,2.5,0.08,26.0,122.0,0.9980100000000001,3.22,1.07,9.7,64.0,0.17639999999999997,0.1024,6.25,0.0064,676.0,14884.0,0.9960239601000002,10.368400000000001,1.1449,94.08999999999999,5.0
9.3,0.38,0.48,3.8,0.132,3.0,11.0,0.99577,3.23,0.57,13.2,86.49000000000001,0.1444,0.2304,14.44,0.017424000000000002,9.0,121.0,0.9915578929000001,10.4329,0.32489999999999997,174.23999999999998,6.0
7.5,0.53,0.06,2.6,0.086,20.0,44.0,0.9965,3.38,0.59,10.7,56.25,0.28090000000000004,0.0036,6.760000000000001,0.007395999999999999,400.0,1936.0,0.9930122500000002,11.424399999999999,0.34809999999999997,114.48999999999998,6.0
5.8,0.61,0.11,1.8,0.066,18.0,28.0,0.9948299999999999,3.55,0.66,10.9,33.64,0.3721,0.0121,3.24,0.0043560000000000005,324.0,784.0,0.9896867288999998,12.6025,0.43560000000000004,118.81,6.0
7.1,0.6,0.0,1.8,0.07400000000000001,16.0,34.0,0.9972,3.47,0.7,9.9,50.41,0.36,0.0,3.24,0.005476000000000002,256.0,1156.0,0.9944078399999999,12.0409,0.48999999999999994,98.01,6.0
10.0,0.48,0.24,2.7,0.102,13.0,32.0,1.0,3.28,0.56,10.0,100.0,0.2304,0.0576,7.290000000000001,0.010403999999999998,169.0,1024.0,1.0,10.758399999999998,0.31360000000000005,100.0,6.0
7.6,0.645,0.03,1.9,0.086,14.0,57.0,0.9969,3.37,0.46,10.3,57.76,0.41602500000000003,0.0009,3.61,0.007395999999999999,196.0,3249.0,0.99380961,11.356900000000001,0.2116,106.09000000000002,5.0
7.8,0.6,0.26,2.0,0.08,31.0,131.0,0.9962200000000001,3.21,0.52,9.9,60.839999999999996,0.36,0.06760000000000001,4.0,0.0064,961.0,17161.0,0.9924542884000002,10.3041,0.27040000000000003,98.01,5.0
8.8,0.4,0.4,2.2,0.079,19.0,52.0,0.998,3.44,0.64,9.2,77.44000000000001,0.16000000000000003,0.16000000000000003,4.840000000000001,0.006241,361.0,2704.0,0.996004,11.833599999999999,0.4096,84.63999999999999,5.0
9.0,0.4,0.43,2.4,0.068,29.0,46.0,0.9943,3.2,0.6,12.2,81.0,0.16000000000000003,0.18489999999999998,5.76,0.0046240000000000005,841.0,2116.0,0.98863249,10.240000000000002,0.36,148.83999999999997,6.0
7.8,0.44,0.28,2.7,0.1,18.0,95.0,0.9966,3.22,0.67,9.4,60.839999999999996,0.1936,0.07840000000000001,7.290000000000001,0.010000000000000002,324.0,9025.0,0.9932115600000001,10.368400000000001,0.4489000000000001,88.36000000000001,5.0
10.8,0.45,0.33,2.5,0.099,20.0,38.0,0.99818,3.24,0.71,10.8,116.64000000000001,0.2025,0.10890000000000001,6.25,0.009801,400.0,1444.0,0.9963633123999999,10.497600000000002,0.5041,116.64000000000001,5.0
8.5,0.21,0.52,1.9,0.09,9.0,23.0,0.9964799999999999,3.36,0.67,10.4,72.25,0.04409999999999999,0.27040000000000003,3.61,0.0081,81.0,529.0,0.9929723903999998,11.289599999999998,0.4489000000000001,108.16000000000001,5.0
6.6,0.735,0.02,7.9,0.122,68.0,124.0,0.9994,3.47,0.53,9.9,43.559999999999995,0.540225,0.0004,62.410000000000004,0.014884,4624.0,15376.0,0.9988003599999999,12.0409,0.28090000000000004,98.01,5.0
7.3,0.38,0.21,2.0,0.08,7.0,35.0,0.9961,3.33,0.47,9.5,53.29,0.1444,0.04409999999999999,4.0,0.0064,49.0,1225.0,0.99221521,11.0889,0.22089999999999999,90.25,5.0
6.8,0.64,0.0,2.7,0.12300000000000001,15.0,33.0,0.9953799999999999,3.44,0.63,11.3,46.239999999999995,0.4096,0.0,7.290000000000001,0.015129000000000004,225.0,1089.0,0.9907813443999999,11.833599999999999,0.39690000000000003,127.69000000000001,6.0
9.6,0.54,0.42,2.4,0.081,25.0,52.0,0.997,3.2,0.71,11.4,92.16,0.2916,0.17639999999999997,5.76,0.006561,625.0,2704.0,0.994009,10.240000000000002,0.5041,129.96,6.0
9.3,0.33,0.45,1.5,0.057,19.0,37.0,0.99498,3.18,0.89,11.1,86.49000000000001,0.10890000000000001,0.2025,2.25,0.003249,361.0,1369.0,0.9899852003999999,10.112400000000001,0.7921,123.21,7.0
10.0,0.58,0.22,1.9,0.08,9.0,32.0,0.9974,3.13,0.55,9.5,100.0,0.3364,0.0484,3.61,0.0064,81.0,1024.0,0.9948067599999999,9.796899999999999,0.30250000000000005,90.25,5.0
7.9,0.49,0.32,1.9,0.08199999999999999,17.0,144.0,0.9968,3.2,0.55,9.5,62.410000000000004,0.24009999999999998,0.1024,3.61,0.006723999999999998,289.0,20736.0,0.9936102400000001,10.240000000000002,0.30250000000000005,90.25,5.0
6.6,0.88,0.04,2.2,0.066,12.0,20.0,0.99636,3.53,0.56,9.9,43.559999999999995,0.7744,0.0016,4.840000000000001,0.0043560000000000005,144.0,400.0,0.9927332496000001,12.460899999999999,0.31360000000000005,98.01,5.0
6.7,0.28,0.28,2.4,0.012,36.0,100.0,0.99064,3.26,0.39,11.7,44.89,0.07840000000000001,0.07840000000000001,5.76,0.000144,1296.0,10000.0,0.9813676095999999,10.6276,0.1521,136.89,7.0
9.9,0.57,0.25,2.0,0.10400000000000001,12.0,89.0,0.9963,3.04,0.9,10.1,98.01,0.32489999999999997,0.0625,4.0,0.010816000000000003,144.0,7921.0,0.9926136899999999,9.2416,0.81,102.00999999999999,5.0
9.8,0.88,0.25,2.5,0.10400000000000001,35.0,155.0,1.001,3.41,0.67,11.2,96.04000000000002,0.7744,0.0625,6.25,0.010816000000000003,1225.0,24025.0,1.0020009999999997,11.628100000000002,0.4489000000000001,125.43999999999998,5.0
11.9,0.43,0.66,3.1,0.109,10.0,23.0,1.0,3.15,0.85,10.4,141.61,0.18489999999999998,0.43560000000000004,9.610000000000001,0.011881,100.0,529.0,1.0,9.9225,0.7224999999999999,108.16000000000001,7.0
7.7,0.63,0.08,1.9,0.076,15.0,27.0,0.9967,3.32,0.54,9.5,59.290000000000006,0.39690000000000003,0.0064,3.61,0.005776,225.0,729.0,0.99341089,11.0224,0.2916,90.25,6.0
11.1,0.42,0.47,2.65,0.085,9.0,34.0,0.99736,3.24,0.77,12.1,123.21,0.17639999999999997,0.22089999999999999,7.0225,0.007225000000000001,81.0,1156.0,0.9947269696000001,10.497600000000002,0.5929,146.41,7.0
8.3,0.43,0.3,3.4,0.079,7.0,34.0,0.9978799999999999,3.36,0.61,10.5,68.89000000000001,0.18489999999999998,0.09,11.559999999999999,0.006241,49.0,1156.0,0.9957644943999998,11.289599999999998,0.3721,110.25,5.0
7.8,0.61,0.29,1.6,0.114,9.0,29.0,0.9974,3.26,1.56,9.1,60.839999999999996,0.3721,0.0841,2.5600000000000005,0.012996,81.0,841.0,0.9948067599999999,10.6276,2.4336,82.80999999999999,5.0
7.2,0.725,0.05,4.65,0.086,4.0,11.0,0.9962,3.41,0.39,10.9,51.84,0.525625,0.0025000000000000005,21.622500000000002,0.007395999999999999,16.0,121.0,0.9924144399999999,11.628100000000002,0.1521,118.81,5.0
7.4,0.47,0.46,2.2,0.114,7.0,20.0,0.9964700000000001,3.32,0.63,10.5,54.760000000000005,0.22089999999999999,0.2116,4.840000000000001,0.012996,49.0,400.0,0.9929524609000001,11.0224,0.39690000000000003,110.25,5.0
8.7,0.69,0.0,3.2,0.084,13.0,33.0,0.9992,3.36,0.45,9.4,75.68999999999998,0.4760999999999999,0.0,10.240000000000002,0.007056000000000001,169.0,1089.0,0.99840064,11.289599999999998,0.2025,88.36000000000001,5.0
7.2,0.38,0.3,1.8,0.073,31.0,70.0,0.99685,3.42,0.59,9.5,51.84,0.1444,0.09,3.24,0.0053289999999999995,961.0,4900.0,0.9937099225,11.696399999999999,0.34809999999999997,90.25,6.0
12.8,0.615,0.66,5.8,0.083,7.0,42.0,1.0022,3.07,0.73,10.0,163.84000000000003,0.378225,0.43560000000000004,33.64,0.006889000000000001,49.0,1764.0,1.0044048399999999,9.4249,0.5328999999999999,100.0,7.0
8.4,0.25,0.39,2.0,0.040999999999999995,4.0,10.0,0.9938600000000001,3.27,0.71,12.5,70.56,0.0625,0.1521,4.0,0.0016809999999999996,16.0,100.0,0.9877576996000001,10.6929,0.5041,156.25,7.0
12.5,0.56,0.49,2.4,0.064,5.0,27.0,0.9999,3.08,0.87,10.9,156.25,0.31360000000000005,0.24009999999999998,5.76,0.004096,25.0,729.0,0.9998000100000001,9.4864,0.7569,118.81,5.0
5.9,0.29,0.25,13.4,0.067,72.0,160.0,0.99721,3.33,0.54,10.3,34.81,0.0841,0.0625,179.56,0.004489000000000001,5184.0,25600.0,0.9944277841000001,11.0889,0.2916,106.09000000000002,6.0
6.1,0.705,0.1,2.8,0.081,13.0,28.0,0.99631,3.6,0.66,10.2,37.209999999999994,0.49702499999999994,0.010000000000000002,7.839999999999999,0.006561,169.0,784.0,0.9926336161,12.96,0.43560000000000004,104.03999999999999,5.0
12.5,0.38,0.6,2.6,0.081,31.0,72.0,0.9996,3.1,0.73,10.5,156.25,0.1444,0.36,6.760000000000001,0.006561,961.0,5184.0,0.9992001600000001,9.610000000000001,0.5328999999999999,110.25,5.0
7.8,0.59,0.18,2.3,0.076,17.0,54.0,0.9975,3.43,0.59,10.0,60.839999999999996,0.34809999999999997,0.0324,5.289999999999999,0.005776,289.0,2916.0,0.9950062500000001,11.7649,0.34809999999999997,100.0,5.0
9.5,0.46,0.24,2.7,0.092,14.0,44.0,0.998,3.12,0.74,10.0,90.25,0.2116,0.0576,7.290000000000001,0.008464,196.0,1936.0,0.996004,9.7344,0.5476,100.0,6.0
7.4,0.64,0.07,1.8,0.1,8.0,23.0,0.9961,3.3,0.58,9.6,54.760000000000005,0.4096,0.004900000000000001,3.24,0.010000000000000002,64.0,529.0,0.99221521,10.889999999999999,0.3364,92.16,5.0
7.5,0.52,0.4,2.2,0.06,12.0,20.0,0.99474,3.26,0.64,11.8,56.25,0.27040000000000003,0.16000000000000003,4.840000000000001,0.0036,144.0,400.0,0.9895076675999999,10.6276,0.4096,139.24,6.0
10.9,0.39,0.47,1.8,0.11800000000000001,6.0,14.0,0.9982,3.3,0.75,9.8,118.81,0.1521,0.22089999999999999,3.24,0.013924000000000002,36.0,196.0,0.9964032399999999,10.889999999999999,0.5625,96.04000000000002,6.0
9.7,0.53,0.6,2.0,0.039,5.0,19.0,0.99585,3.3,0.86,12.4,94.08999999999999,0.28090000000000004,0.36,4.0,0.001521,25.0,361.0,0.9917172225,10.889999999999999,0.7395999999999999,153.76000000000002,6.0
8.1,0.575,0.22,2.1,0.077,12.0,65.0,0.9967,3.29,0.51,9.2,65.61,0.33062499999999995,0.0484,4.41,0.005929,144.0,4225.0,0.99341089,10.8241,0.2601,84.63999999999999,5.0
6.4,0.47,0.4,2.4,0.071,8.0,19.0,0.9963,3.56,0.73,10.6,40.96000000000001,0.22089999999999999,0.16000000000000003,5.76,0.0050409999999999995,64.0,361.0,0.9926136899999999,12.6736,0.5328999999999999,112.36,6.0
7.5,0.57,0.02,2.6,0.077,11.0,35.0,0.9955700000000001,3.36,0.62,10.8,56.25,0.32489999999999997,0.0004,6.760000000000001,0.005929,121.0,1225.0,0.9911596249000001,11.289599999999998,0.3844,116.64000000000001,6.0
7.0,0.64,0.02,2.1,0.067,9.0,23.0,0.997,3.47,0.67,9.4,49.0,0.4096,0.0004,4.41,0.004489000000000001,81.0,529.0,0.994009,12.0409,0.4489000000000001,88.36000000000001,6.0
7.9,0.19,0.42,1.6,0.057,18.0,30.0,0.9940000000000001,3.29,0.69,11.2,62.410000000000004,0.0361,0.17639999999999997,2.5600000000000005,0.003249,324.0,900.0,0.9880360000000002,10.8241,0.4760999999999999,125.43999999999998,6.0
6.8,0.65,0.02,2.1,0.078,8.0,15.0,0.99498,3.35,0.62,10.4,46.239999999999995,0.42250000000000004,0.0004,4.41,0.006084,64.0,225.0,0.9899852003999999,11.2225,0.3844,108.16000000000001,6.0
7.0,0.6,0.12,2.2,0.083,13.0,28.0,0.9966,3.52,0.62,10.2,49.0,0.36,0.0144,4.840000000000001,0.006889000000000001,169.0,784.0,0.9932115600000001,12.3904,0.3844,104.03999999999999,7.0
6.6,0.725,0.09,5.5,0.11699999999999999,9.0,17.0,0.99655,3.35,0.49,10.8,43.559999999999995,0.525625,0.0081,30.25,0.013688999999999998,81.0,289.0,0.9931119025000001,11.2225,0.24009999999999998,116.64000000000001,6.0
6.7,0.75,0.12,2.0,0.086,12.0,80.0,0.9958,3.38,0.52,10.1,44.89,0.5625,0.0144,4.0,0.007395999999999999,144.0,6400.0,0.9916176400000001,11.424399999999999,0.27040000000000003,102.00999999999999,5.0
7.8,0.59,0.33,2.0,0.07400000000000001,24.0,120.0,0.9968,3.25,0.54,9.4,60.839999999999996,0.34809999999999997,0.10890000000000001,4.0,0.005476000000000002,576.0,14400.0,0.9936102400000001,10.5625,0.2916,88.36000000000001,5.0
6.1,0.64,0.02,2.4,0.069,26.0,46.0,0.9935799999999999,3.47,0.45,11.0,37.209999999999994,0.4096,0.0004,5.76,0.0047610000000000005,676.0,2116.0,0.9872012163999998,12.0409,0.2025,121.0,5.0
8.5,0.46,0.59,1.4,0.414,16.0,45.0,0.99702,3.03,1.34,9.2,72.25,0.2116,0.34809999999999997,1.9599999999999997,0.171396,256.0,2025.0,0.9940488804000001,9.1809,1.7956000000000003,84.63999999999999,5.0
7.1,0.36,0.3,1.6,0.08,35.0,70.0,0.9969299999999999,3.44,0.5,9.4,50.41,0.1296,0.09,2.5600000000000005,0.0064,1225.0,4900.0,0.9938694248999997,11.833599999999999,0.25,88.36000000000001,5.0
8.9,0.43,0.45,1.9,0.052000000000000005,6.0,16.0,0.9948,3.35,0.7,12.5,79.21000000000001,0.18489999999999998,0.2025,3.61,0.0027040000000000007,36.0,256.0,0.98962704,11.2225,0.48999999999999994,156.25,6.0
